baslik,konum,fiyat,ilan_tarihi,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ortalama_yakit_tuketimi,yakit_deposu,boya_degisen,takasa_uygun,kimden,tramer
Acil ev alacağım için satılık Sahibinden Hyundai i20 1.2 MPI Jump 2017 Model Adana,"İslam Mh. Feke, Adana",660.000 TL,21 Ağustos 2025,Hyundai,i20,1.2 MPI Jump,2017,225.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1248 cc,84 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun,Sahibinden,
Sahibinden Daihatsu Cuore 1.0 High Grade 2005 Model,"Akıncılar Mh. Yüreğir, Adana",295.000 TL,21 Ağustos 2025,Daihatsu,Cuore,1.0 High Grade,2005,290.000 km,Düz,Benzin,Hatchback/5,Kırmızı,989 cc,58 hp,Önden Çekiş,İkinci El,"4,4 lt",36 lt,Belirtilmemiş,,Sahibinden,
ORİJİNAL KM...BAKIMI VE LASTİKLERİ YENİ...GERİ GÖRÜŞ..KEYLESS GO,"Reşatbey Mh. Seyhan, Adana",1.340.000 TL,21 Ağustos 2025,Renault,Megane,1.5 Blue DCI Touch,2021,117.500 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun Değil,Galeriden,5970.0
Sahibinden Renault R 12 Toros 2000 Model,"Yeşilevler Mh. Seyhan, Adana",350.000 TL,21 Ağustos 2025,Renault,R 12,Toros,2000,70.000 km,Düz,LPG & Benzin,Station wagon,Beyaz,1397 cc,72 hp,Önden Çekiş,İkinci El,,,2 değişen,,Sahibinden,
2.0 Peugeot yer uçağı hazır makina,"Yeşiloba Mh. Seyhan, Adana",257.000 TL,21 Ağustos 2025,Peugeot,206,2.0 GTI,2000,245.000 km,Düz,Benzin,Hatchback/3,Gri,1801 - 2000 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,"3 değişen, 3 boyalı",Takasa Uygun,Galeriden,
Sahibinden Tofaş Murat 131 Kartal1986 Model,"Barış Mh. Seyhan, Adana",50.000 TL,21 Ağustos 2025,Tofaş,Murat,131,1986,33.000 km,Düz,LPG & Benzin,Station wagon,Bej,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,
2012 Otomatik 158 bin km de,"Bahçelievler Mh. Seyhan, Adana",539.000 TL,21 Ağustos 2025,Opel,Corsa,1.2 Twinport Essentia,2012,158.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,3500.0
DİZEL OTOMATİK ORJİNAL BOYASIZ DEĞİŞENSİZ 2013 MEGAN BAKIMLI,"Belediye Evleri Mh. Çukurova, Adana",749.000 TL,21 Ağustos 2025,Renault,Megane,1.5 dCi Play,2013,174.000 km,Otomatik,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,
HSN MOTORS'TAN Megane II,"Yeni Mh. Sarıçam, Adana",359.900 TL,21 Ağustos 2025,Renault,Megane,1.5 dCi Authentique,2006,237.000 km,Düz,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,
HSN MOTORS'tan Kusursuz Astra,"Yeni Mh. Sarıçam, Adana",619.900 TL,21 Ağustos 2025,Opel,Astra,1.4 T Enjoy Plus,2013,204.000 km,Düz,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden,
**K.K 12 AY TAKSİT İMKANI** TEKBAŞ MALTEPE' DEN OPEL ASTRA,"Merkez Seyhan, Adana",750.000 TL,21 Ağustos 2025,Opel,Astra,1.4 T Enjoy Active,2015,159.000 km,Düz,Benzin,Hatchback/5,Beyaz,1364 cc,140 hp,Önden Çekiş,İkinci El,"5,9 lt",56 lt,1 boyalı,Takasa Uygun,Galeriden,
2011 MODEL LPG İŞLİ 1.6 EXTREME PAKET 157.000 KM DE,"Yeşiloba Mh. Seyhan, Adana",600.000 TL,21 Ağustos 2025,Renault,Fluence,1.6 Extreme,2011,157.000 km,Düz,Benzin,Sedan,Gri,1598 cc,110 hp,Önden Çekiş,İkinci El,"6,5 lt",60 lt,"3 değişen, 1 boyalı",Takasa Uygun,Galeriden,3700.0
**K.K 12 AY TAKSİT İMKANI** TEKBAŞ MALTEPE' DEN RENAULT CLİO,"Merkez Seyhan, Adana",1.080.000 TL,21 Ağustos 2025,Renault,Clio,1.0 TCe Touch,2021,20.204 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,4357.0
01 SEYMEN'DEN 2011 C180-KOMP.-AVANTGARDE-HATASIZ / BOYASIZ!!,"Yeşiloba Mh. Seyhan, Adana",963.750 TL,21 Ağustos 2025,Mercedes - Benz,C,C 180 BlueEFFICIENCY Avantgarde,2011,325.000 km,Otomatik,Benzin,Sedan,Siyah,1796 cc,156 hp,Arkadan İtiş,İkinci El,"6,7 lt",67 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
2024 HATASIZ CLIO 1.0 TCE TECHNO ESPRİT ALPİNE 8.300 KM,"Yeşiloba Mh. Seyhan, Adana",1.295.000 TL,21 Ağustos 2025,Renault,Clio,1.0 TCe Techno Esprit Alpine,2024,8.300 km,Otomatik,Benzin,Hatchback/5,Siyah,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,
2025 Renault Clio 1.0 Tecno Espirit Alpin Boyasız Sıfır Ayarında,"Yeşiloba Mh. Seyhan, Adana",1.445.000 TL,21 Ağustos 2025,Renault,Clio,1.0 TCe Techno Esprit Alpine,2025,6.050 km,Otomatik,Benzin,Hatchback/5,Mavi,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,
ZÖHRE AUTO DAN CLİO,"Yeşiloba Mh. Seyhan, Adana",925.000 TL,21 Ağustos 2025,Renault,Clio,1.0 TCe Joy,2022,83.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,
DEKA-DAN 2006 PEUGEOT 207 1.4HDİ 202 KM,"Yeşiloba Mh. Seyhan, Adana",349.999 TL,21 Ağustos 2025,Peugeot,207,1.4 HDi Premium,2006,202.000 km,Düz,Dizel,Hatchback/5,Siyah,1398 cc,71 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,"1 değişen, 8 boyalı",Takasa Uygun,Galeriden,
DÜŞÜK KM İKİNCİ SAHİBİNDEN OTOMATİK VİTES,"Hürriyet Mh. Ceyhan, Adana",525.000 TL,21 Ağustos 2025,Peugeot,207,1.4 Envy,2011,82.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,
**K.K 12 AY TAKSİT İMKANI** TEKBAŞ MALTEPE' DEN HYUNDAİ İ20,"Merkez Seyhan, Adana",1.070.000 TL,21 Ağustos 2025,Hyundai,i20,1.4 MPI Style,2017,51.397 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,
BAYİ ÇIKIŞLI PORSCHE PANAMERA 4S 4.8,"Fevzipaşa Mh. Seyhan, Adana",4.499.999 TL,21 Ağustos 2025,Porsche,Panamera,4S,2010,217.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,4501 - 5000 cm3,376 - 400 HP,4WD (Sürekli),İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,
BEY MOTORS'DAN ** 1981 MERCEDES 240D KUSURSUZ+BAKIMLI **,"Yeşiloba Mh. Seyhan, Adana",239.900 TL,21 Ağustos 2025,Mercedes - Benz,240,240 D,1981,228.000 km,Düz,Dizel,Sedan,Yeşil,2001 - 2500 cm3,51 - 75 HP,Arkadan İtiş,İkinci El,,,Tamamı boyalı,Takasa Uygun,Galeriden,
İLK SAHİBİNDEN EMSALSİZ GÜZELLİKTE OLAN ORJİNAL MERCEDES,"Belediye Evleri Mh. Çukurova, Adana",479.000 TL,21 Ağustos 2025,Mercedes - Benz,E,250 D Standart,1986,280.000 km,Düz,Dizel,Sedan,Yeşil,2001 - 2500 cm3,126 - 150 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,
2022 MODEL MERCEDES E200 D EXCLUSİVE KEYLESGO+NAVGS+VKM+M.PERDE,"Yeşiloba Mh. Seyhan, Adana",3.875.000 TL,21 Ağustos 2025,Mercedes - Benz,E,200 d Exclusive,2022,95.000 km,Otomatik,Dizel,Sedan,Füme,1597 cc,160 hp,Arkadan İtiş,İkinci El,"4,7 lt",50 lt,4 boyalı,Takasa Uygun Değil,Galeriden,
2017 BOYA DEĞİŞEN HASAR YOK SANRUF GENİŞ EKRAN ORJ 151 BİNDE,"Yeşiloba Mh. Seyhan, Adana",1.835.000 TL,21 Ağustos 2025,Mercedes - Benz,C,C 200 D Comfort,2017,151.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
"1,4 EL LPĞ PALİO 2000 MODEL KLİMASIZ","Yeşiloba Mh. Seyhan, Adana",195.000 TL,21 Ağustos 2025,Fiat,Palio,1.4 EL,2000,345.000 km,Düz,Benzin,Hatchback/5,Gri,1368 cc,77 hp,Önden Çekiş,İkinci El,"6,1 lt",51 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,
2022-C43-BAYI-HATASIZ-BURMESTER-HEAD UP-NIGHT PACK-19 JANT,"Onur Mh. Seyhan, Adana",6.750.000 TL,21 Ağustos 2025,Mercedes - Benz,C,C 43 AMG,2022,38.000 km,Otomatik,Benzin,Sedan,Beyaz,1801 - 2000 cm3,401 - 425 HP,4WD (Sürekli),İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,
Hatasız Honda Civic Eco Elegance,"Gürselpaşa Mh. Seyhan, Adana",1.095.000 TL,21 Ağustos 2025,Honda,Civic,1.6 i-VTEC ECO Elegance,2016,230.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",50 lt,2 boyalı,Takasa Uygun,Galeriden,
BEY MOTORS'DAN ** 2003 HONDA ACCORD 2.4 EXECUTİVE OTO+LPG **,"Yeşiloba Mh. Seyhan, Adana",459.900 TL,21 Ağustos 2025,Honda,Accord,2.4 Executive,2003,322.000 km,Otomatik,Benzin,Sedan,Siyah,2354 cc,190 hp,Önden Çekiş,İkinci El,"9,4 lt",65 lt,Tamamı boyalı,Takasa Uygun,Galeriden,
2010 FORD FOCUS 1.6 HATASIZ BOYASIZ AĞIR HASAR KAYITLI,"Yeşiloba Mh. Seyhan, Adana",517.500 TL,21 Ağustos 2025,Ford,Focus,1.6 TDCi Collection,2010,256.000 km,Düz,Dizel,Sedan,Gri,1560 cc,90 hp,Önden Çekiş,İkinci El,"4,7 lt",55 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
Sahibinden Toyota Corolla 1.4 Terra 2005 Model,"Atakent Mh. Yüreğir, Adana",480.000 TL,21 Ağustos 2025,Toyota,Corolla,1.4 Terra,2005,282.229 km,Düz,LPG & Benzin,Sedan,Beyaz,1398 cc,97 hp,Önden Çekiş,İkinci El,"6,7 lt",55 lt,Tamamı orjinal,,Sahibinden,
**K.K 12 AY TAKSİT İMKANI** TEKBAŞ MALTEPE' DEN FORD FOCUS,"Merkez Seyhan, Adana",1.260.000 TL,21 Ağustos 2025,Ford,Focus,1.5 Ti-VCT Trend X,2023,56.950 km,Düz,Benzin,Sedan,Lacivert,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,
GALERİ ÇELİKTEN TREND X CONFORT PAKET,"Yeni Mh. Sarıçam, Adana",985.000 TL,21 Ağustos 2025,Ford,Focus,1.5 TDCi Trend X,2018,229.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,İkinci El,"4,3 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
GALERİ ÇELİKTEN ORJİNAL OĞLU,"Yeni Mh. Sarıçam, Adana",1.075.000 TL,21 Ağustos 2025,Ford,Focus,1.6 TDCi Trend X,2015,109.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,İkinci El,"4,5 lt",53 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
ORJİNAL BOYASIZ SUNROFFLU SERVİS BAKIMLI,"Bahçeşehir Mh. Seyhan, Adana",595.000 TL,21 Ağustos 2025,Citroen,C5,1.6 HDi Executive,2013,213.000 km,Düz,Dizel,Sedan,Siyah,1560 cc,117 hp,Önden Çekiş,İkinci El,5 lt,71 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,
Sahibinden Renault Symbol 1.5 dCi Joy 2014 Model  268.000 km Beyaz,"Akıncılar Mh. Yüreğir, Adana",534.500 TL,21 Ağustos 2025,Renault,Symbol,1.5 dCi Joy,2014,268.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,1 değişen,,Sahibinden,
KA AUTODAN TEMIZ DUSUK KM ECOBLUE,"Mahfesığmaz Mh. Çukurova, Adana",1.285.000 TL,21 Ağustos 2025,Ford,Focus,1.5 TDCi Titanium,2020,122.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,İkinci El,"4,3 lt",47 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,110000.0
2012 MODEL HATASIZ BOYASIZ FORD FİESTA 1.4 TDCİ TİTANİUM MANUEL,"Fatih Mh. İmamoğlu, Adana",730.000 TL,21 Ağustos 2025,Ford,Fiesta,1.4 TDCi Titanium,2012,95.000 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,70 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
2021 FİAT EGEA 1.6 M.JET EASY 171.000 KM BAKIMLI TEMİZ,"Yeşiloba Mh. Seyhan, Adana",810.000 TL,21 Ağustos 2025,Fiat,Egea,1.6 Multijet Easy,2021,171.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,1 boyalı,Takasa Uygun Değil,Galeriden,
ESENCAR'DAN DOLULAR DOLUSU,"Yeni Mh. Sarıçam, Adana",1.725.000 TL,21 Ağustos 2025,BMW,5 Serisi,525d xDrive Executive Luxury,2015,250.000 km,Otomatik,Dizel,Sedan,Beyaz,1801 - 2000 cm3,201 - 225 HP,4WD (Sürekli),İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,
25 BİN KM*SIFIR AYARINDA*2023 URBAN***,"Gürselpaşa Mh. Seyhan, Adana",839.000 TL,21 Ağustos 2025,Fiat,Egea,1.4 Fire Urban,2023,25.000 km,Düz,Benzin,Sedan,Füme,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,2 değişen,Takasa Uygun,Galeriden,
2014 MODEL DACİA LOGAN 1.2 MCV ORİJİNAL HATASIZ 155.000 KM DE,"Yeşiloba Mh. Seyhan, Adana",545.000 TL,21 Ağustos 2025,Dacia,Logan,1.6 MCV Ambiance,2014,155.000 km,Düz,Benzin,Station wagon,Beyaz,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,
ALPCAN AUTO'DAN 5.20 d,"Yeşiloba Mh. Seyhan, Adana",1.550.000 TL,21 Ağustos 2025,BMW,5 Serisi,520d Premium,2014,298.000 km,Otomatik,Dizel,Sedan,Beyaz,1995 cc,190 hp,Arkadan İtiş,İkinci El,"4,1 lt",70 lt,"2 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,
2017 HATASIZ 5.20İ,"Demetevler Mh. Seyhan, Adana",2.150.000 TL,21 Ağustos 2025,BMW,5 Serisi,520i Prestige,2017,228.000 km,Otomatik,Benzin,Sedan,Lacivert,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,1 değişen,Takasa Uygun,Galeriden,92000.0
2012 MODEL 116BİN KMDE BOYASIZ MODERN LİNE + TEKNO+IŞIK PAKET,"Başak Mh. Yüreğir, Adana",1.215.000 TL,21 Ağustos 2025,BMW,3 Serisi,316i Modern Line,2012,116.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,640.0
2014 Model BMW 1.16i Benzinli SUNROOFLU MASRAFSIZZ,"Yeşiloba Mh. Seyhan, Adana",965.000 TL,21 Ağustos 2025,BMW,1 Serisi,116i Joy Edition,2014,204.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1401 - 1600 cm3,126 - 150 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,8900.0
01 SEYMEN'DEN 2024 BMW 218İ-M SPORT-HAYALET-NBT-KEYLESS-BOYASIZ!,"Yeşiloba Mh. Seyhan, Adana",2.155.000 TL,21 Ağustos 2025,BMW,2 Serisi,218i Gran Coupe M Sport,2024,23.000 km,Otomatik,Benzin,Coupe,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,
2014 A3+DİZEL OTO+CAM TAVAN+EKRAN BEYAZ+S LİNE DONANIM ÇOK T,"Yeşiloba Mh. Seyhan, Adana",975.000 TL,21 Ağustos 2025,Audi,A3,A3 Sportback 1.6 TDI Ambition,2014,239.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"3 değişen, 2 boyalı",Takasa Uygun,Galeriden,29.0
2017 MODEL 1.6 JTD GİULİETTA OTOMATİK VİTES 144.000 KM,"Yeşiloba Mh. Seyhan, Adana",795.000 TL,21 Ağustos 2025,Alfa Romeo,Giulietta,1.6 JTD Progression,2017,144.000 km,Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,"3,9 lt",60 lt,4 boyalı,Takasa Uygun Değil,Galeriden,
Sahibinden Opel Astra 1.6 Enjoy 2010 Model,"PTT Mh. Yüreğir, Adana",555.000 TL,21 Ağustos 2025,Opel,Astra,1.6 Enjoy,2010,204.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598 cc,115 hp,Önden Çekiş,İkinci El,"6,3 lt",56 lt,1 boyalı,,Sahibinden,
Galeriden Honda Civic 1.6 i-VTEC ECO Elegance 2019 Model Adana,"Mahfesığmaz Mh. Çukurova, Adana",1.365.000 TL,21 Ağustos 2025,Honda,Civic,1.6 i-VTEC ECO Elegance,2019,104.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1597 cc,125 hp,Önden Çekiş,İkinci El,"6,3 lt",46 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,
2022 CİTROEN C-ELYSEE 1.5 DİZEL MANUEL SADECE 69.XXX KM DE,"Yeşiloba Mh. Seyhan, Adana",785.000 TL,21 Ağustos 2025,Citroen,C-Elysee,1.5 BlueHDi Feel,2022,69.000 km,Düz,Dizel,Sedan,Beyaz,1499 cc,100 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,6 boyalı,Takasa Uygun,Galeriden,21042023.0
2008 MODEL WOVOGEN JETTA 1.6 BENZİN LPG,"Yeşiloba Mh. Seyhan, Adana",345.000 TL,21 Ağustos 2025,Volkswagen,Jetta,1.6 Primeline,2008,379.200 km,Düz,LPG & Benzin,Sedan,Siyah,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,4 lt",55 lt,11 boyalı,Takasa Uygun Değil,Galeriden,
"Ç2 DEN 130,000 TL PEŞİNAT İLE 2013 HYUNDAİ ACCENT BLUE OTOMATIK ALMA İMKANI","Yeşiloba Mh. Seyhan, Adana",469.900 TL,21 Ağustos 2025,Hyundai,Accent Blue,1.6 CRDI Biz,2013,350.000 km,Otomatik,Dizel,Sedan,Gri,1582 cc,128 hp,Önden Çekiş,İkinci El,"5,6 lt",43 lt,11 boyalı,Takasa Uygun Değil,Galeriden,
"Ç2 DEN 200,000 TL PEŞİNAT İLE 2014 FORD FİESTA OTOMATIK ALMA İMKANI K.KARTINA 12,AY TAKSİT","Yeşiloba Mh. Seyhan, Adana",629.900 TL,21 Ağustos 2025,Ford,Fiesta,1.6 Trend X,2014,156.000 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1596 cc,105 hp,Önden Çekiş,İkinci El,"5,9 lt",42 lt,9 boyalı,Takasa Uygun Değil,Galeriden,
1998 MODEL RENAULT BROADWAY RN KASA,"Tufanpaşa Mh. Kozan, Adana",239.900 TL,21 Ağustos 2025,Renault,R 9,1.4 Broadway RN,1998,284.552 km,Düz,Benzin,Sedan,Beyaz,1390 cc,83 hp,Önden Çekiş,İkinci El,,47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
1.4 RNA LPG'Lİ 2001 MODEL CLİO SYMBOL 255.000 KM DE,"Yeşiloba Mh. Seyhan, Adana",290.000 TL,21 Ağustos 2025,Renault,Clio,1.4 RNA,2001,255.000 km,Düz,LPG & Benzin,Sedan,Lacivert,1390 cc,75 hp,Önden Çekiş,İkinci El,"7,1 lt",50 lt,10 boyalı,Takasa Uygun,Galeriden,
1.2 MCV HATASIZ 2014 MODEL  DACİA LOGAN 155.000 KM,"Yeşiloba Mh. Seyhan, Adana",545.000 TL,21 Ağustos 2025,Dacia,Logan,1.2 Ambiance,2014,155.000 km,Düz,Benzin,Station wagon,Beyaz,1149 cc,75 hp,Önden Çekiş,İkinci El,6 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
LİDER OTOMOTİV'DEN,"Tufanpaşa Mh. Kozan, Adana",335.000 TL,21 Ağustos 2025,Volkswagen,Polo,1.6,2000,267.000 km,Düz,Benzin,Hatchback/5,Beyaz,1598 cc,75 hp,Önden Çekiş,İkinci El,"6,9 lt",45 lt,3 boyalı,Takasa Uygun,Galeriden,
EXTRALI TEMİZ 2013,"Yeşiloba Mh. Seyhan, Adana",545.000 TL,21 Ağustos 2025,Volkswagen,Polo,1.6 TDi Comfortline,2013,226.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,90 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,"2 değişen, 5 boyalı",Takasa Uygun Değil,Galeriden,
2005 SMART FORFOUR 1.5 CDI PASSION BAKIMLI GERI GÖRÜS + CARPLAY,"Cemalpaşa Mh. Seyhan, Adana",395.000 TL,21 Ağustos 2025,Smart,ForFour,1.5 CDI Passion,2005,322.000 km,Düz,Dizel,Hatchback/5,Siyah,1493 cc,95 hp,Önden Çekiş,İkinci El,"4,6 lt",47 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,5250.0
"BURAK AUTO"" DAN HATASIZ RENAULT FLUANCE 105 BG K.K 12 TAKSİT","Yeşiloba Mh. Seyhan, Adana",675.000 TL,21 Ağustos 2025,Renault,Fluence,1.5 dCi Extreme,2011,179.000 km,Düz,Dizel,Sedan,Gri,1461 cc,105 hp,Önden Çekiş,İkinci El,"4,5 lt",60 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
2003 Corsa 1.7 Otomobil ruhsatlı,"Yeşiloba Mh. Seyhan, Adana",235.000 TL,21 Ağustos 2025,Opel,Corsa,1.7 DTi Comfort,2003,480.000 km,Düz,Dizel,Hatchback/3,Beyaz,1686 cc,75 hp,Önden Çekiş,İkinci El,"4,7 lt",44 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
2012 NISSAN MICRA 1.2 PASSION LPG,"Cemalpaşa Mh. Seyhan, Adana",455.000 TL,21 Ağustos 2025,Nissan,Micra,1.2 Passion,2012,161.000 km,Düz,Benzin,Hatchback/5,Siyah,1198 cc,80 hp,Önden Çekiş,İkinci El,5 lt,41 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Galeriden,
Galeriden Honda Civic 1.6 i-VTEC Eco Premium 2012 Model Adana,"Eğriağaç Mh. Sarıçam, Adana",850.000 TL,21 Ağustos 2025,Honda,Civic,1.6 i-VTEC Eco Premium,2012,256.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1595 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",50 lt,3 boyalı,Takasa Uygun,Galeriden,
"1,3 MULTİJET LİNEA 2013 MODEL 250000 KM DE","Yeşiloba Mh. Seyhan, Adana",398.000 TL,21 Ağustos 2025,Fiat,Linea,1.3 Multijet Actual,2013,250.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,7 boyalı,Takasa Uygun Değil,Galeriden,
"1,4 TDİ POLO TRENDLİNE 2016 MODEL 190000 KM DE","Yeşiloba Mh. Seyhan, Adana",665.000 TL,21 Ağustos 2025,Volkswagen,Polo,1.4 TDi Trendline,2016,190.000 km,Düz,Dizel,Hatchback/5,Beyaz,1422 cc,75 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,7 boyalı,Takasa Uygun Değil,Galeriden,
2001 MODEL 1.5 LPG'Lİ KLİMALI HYUNDAI ACCENT GT,"Yeşiloba Mh. Seyhan, Adana",285.000 TL,21 Ağustos 2025,Hyundai,Accent,1.5 GT,2001,250.000 km,Düz,Benzin,Hatchback/3,Füme,1495 cc,99 hp,Önden Çekiş,İkinci El,"8,1 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,
2017 MODEL DİZEL OTOMATİK POLO COMFORTLİNE,"Yeşiloba Mh. Seyhan, Adana",860.000 TL,21 Ağustos 2025,Volkswagen,Polo,1.4 TDi Comfortline,2017,205.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422 cc,90 hp,Önden Çekiş,İkinci El,"3,5 lt",45 lt,2 boyalı,Takasa Uygun,Galeriden,
BOYASIZ-TEK EL-FULL SERVİS BAKIMLI-İÇİ BEJ-KALMADI BÖYLESİ,"Yeni Mh. Sarıçam, Adana",1.150.000 TL,21 Ağustos 2025,Volvo,S60,1.6 D Premium,2012,164.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1560 cc,115 hp,Önden Çekiş,İkinci El,"4,3 lt",67 lt,Tamamı orjinal,Takasa Uygun,Galeriden,
2011 MODEL BENZİN LPG FOCUS HB,"Yeşiloba Mh. Seyhan, Adana",439.900 TL,21 Ağustos 2025,Ford,Focus,1.6 Comfort,2011,273.000 km,Düz,Benzin,Hatchback/5,Siyah,1596 cc,100 hp,Önden Çekiş,İkinci El,"6,7 lt",55 lt,9 boyalı,Takasa Uygun Değil,Galeriden,
